sr,dms_code,exam_centre_name,venue_address,pincode,region,state,city,venue_status,blacklist_info,ffa_frequency,deo_remarks_summary,suspicious_summary,call_log_summary,market_remark,final_analysis,reason
2089,NR2-HR-4106,SUMIT DHARIWAL MEMORIAL GROUP OF INSTITUTION,"NH-52, 20 KM MILE STONE, RAJGARH ROAD",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,"PC Changed(2), Power Related(1)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(1)"
2090,NR2-HR-4107,VARTMAAN ONLINE SERVICES,"12TH MILE STONE, TOSHAM ROAD",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,2,,,"D Mapping(1), PC Changed(10), Power Related(38), Venue Closed/Other Exam Running(1)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
2091,NR2-HR-4509,VISION ONLINE SOLUTION,DELHI ROAD OPPOSITE TOWN PARK BANK COLONY HISAR NEAR BY CENTRAL JAIL HISAR HARYANA 125001,125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2092,NR2-HR-4625,ARENA EXAM CENTRE,"RAJGARH ROAD, AZAD NAGAR, HISAR, HARYANA-125001",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,"PC Changed(2), Power Related(1)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(1)"
2093,NR2-HR-4626,VISION ONLINE SOLUTION,"PARAV CHOWK, NEAR P.G.S.D SENIOR SEC. SCHOOL HISAR, HARYANA 125001",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,"PC Changed(6), Power Related(2)",Doubtful (Reviews < 10),Average,"PC Changed(6), Power Related(2)"
2094,NR2-HR-4704,IECS COMPUTER EDUCATION,"1876, RAMPURA MOHALLA, NEAR BOMBAY TYPE COLLEGE, OPPOSITE RAILWAY STATION MAIN GATE, HISAR - 125001",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,Power Related(1),Good (Rating >=4 & Reviews >=10),Average,Power Related(1)
2095,NR2-HR-4717,PT. DEENDAYAL UPADHYAYA COMPUTER & INFORMATICS CENTREÂ(PDUCIC),"GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY (GJUST) INÂHISAR,ÂHARYANA.",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2096,NR2-HR-4718,PT. DEENDAYAL UPADHYAYA COMPUTER & INFORMATICS CENTREÂ(PDUCIC),"GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY (GJUST) INÂHISAR,ÂHARYANA.",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2097,NR2-HR-4745,SARASWATI COLLEGE OF EDUCATION & SKILL CENTRE,"12TH K.M. STONE TOSHAM ROAD, NEAR MIRKAN VILLAGE HISAR-125001",125005.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,1,,,"PC Changed(1), Power Related(2)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
2098,NR2-HR-4746,GURU GOPIRAM PUNCHMUKHI EDUCATION SOCIETY,"20 KM STONE CHAUDHARIWAS,HISAR",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
2099,NR2-HR-4764,CH RATTAN SINGH MEMORIAL ITI,"VILLAGE BEHBALPUR, NH NEAR JIO PETROLPUMP, HISAR, HARYANA - 125005LANDMARK:-NEAR JIO PETROL PUMP,",125005.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,,,Good,Good
2100,NR2-HR-4291,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE JHAJJAR AT GUDHA,"BUS STAND, ROHTAK-JHAJJAR RD",124103.0,NORTH TWO,HARYANA,JHAJJAR,ACTIVE,,0,,,"PC Changed(2), Power Related(2)",,Average,"PC Changed(2), Power Related(2)"
2101,NR2-HR-4434,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE MATANHAIL,"GOVT. INDUSTRIAL TRAINING INSTITUTE MATANHAIL , BAHU JHOLRI ROAD,",124106.0,NORTH TWO,HARYANA,JHAJJAR,ACTIVE,,0,,,"PC Changed(6), Power Related(2)",,Average,"PC Changed(6), Power Related(2)"
2102,NR2-HR-4605,ROYAL ENTERPRISES,"ROYAL ACADEMY-BAHADURGARH , METRO PILLOR NO 848, JHAJJAR MOR -124507",124507.0,NORTH TWO,HARYANA,JHAJJAR,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2103,NR2-HR-4292,PAHAL PVT INDUSTRIAL TRAINING INSTITUTE,"HANSI RD, KHEM NAGAR",126102.0,NORTH TWO,HARYANA,JIND,ACTIVE,,0,,,,,Good,Good
2104,NR2-HR-4508,GOVERNMENT ITI WOMENS JIND,"KAITHAL RD, MANDI BAZAR, PATIALA CHOWK, JIND, HARYANA 126102",126102.0,NORTH TWO,HARYANA,JIND,ACTIVE,,0,,,,,Good,Good
2105,NR2-HR-4669,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE JIND,"KAITHAL RD, MANDI BAZAR, PATIALA CHOWK, JIND, HARYANA 126102",126102.0,NORTH TWO,HARYANA,JIND,ACTIVE,,0,,,"PC Changed(10), Power Related(5)",,Average,"PC Changed(10), Power Related(5)"
2106,NR2-HR-4671,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE NRWANA,"PREM NAGAR, NARWANA, NARWANA RURAL, HARYANA 126116",126116.0,NORTH TWO,HARYANA,JIND,ACTIVE,,0,,,"PC Changed(1), Power Related(2)",,Average,"PC Changed(1), Power Related(2)"
2107,NR2-HR-4293,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE KAITHAL,JIND RD,136027.0,NORTH TWO,HARYANA,KAITHAL,ACTIVE,,0,,,"PC Changed(3), Power Related(3)",,Average,"PC Changed(3), Power Related(3)"
2108,NR2-HR-4598,SITH GROUP OF INSTITUTE,"GALI NO. 2 , NH-65 , CHD-HISSAR HIGHWAY , FRINDS COLONY,KAITHAL-136027",136027.0,NORTH TWO,HARYANA,KAITHAL,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2109,NR2-HR-1724,DIVINE TEACHING & PUBLICATION PVT LTD,"SCO 51, MAIN MARKET RD, SECTOR 6, KARNAL, PHUSGARH PART, HARYANA 132001",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,"PC Changed(5), Power Related(3)",,Average,"PC Changed(5), Power Related(3)"
2110,NR2-HR-4109,BUDHA GROUP OF INSTITUTIONS,"BUDHA COLLEGE OF EDUCATION, INDRI ROAD, KARNAL LADWA ROAD",132116.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,1,,,"PC Changed(6), Power Related(11), SPS Node(1)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
2111,NR2-HR-4110,EZONE KARNAL,"PLOT NO 4, KUNJPURA RD, SECTOR 9",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
2112,NR2-HR-4111,FUTURE VISION,"3 KM FROM BUS STAND KARNAL BALDI, KARNAL LADWA ROAD",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
2113,NR2-HR-4112,PAI EDUCATIONAL SOCIETY,"SCO - 94, MAIN MARKET RD, SECTOR 6",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
2114,NR2-HR-4507,BUDHA COLLEGE OF EDUCATION,"BUDHA COLLEGE OF EDUCATION, INDRI ROAD, KARNAL LADWA ROAD, VPO RAMBA, KARNAL,",132116.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,1,,,"D Mapping(4), PC Changed(4), Power Related(17), SPS Node(1)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
2115,NR2-HR-4618,GYANDEEP CONSULTANTS,"PLOT NO 4, NEAR ITI CHOWK, KARNAL HARYANA, 132001",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,"PC Changed(2), Power Related(5)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(5)"
2116,NR2-HR-4670,BMCJ BABU MOOLCHAND JAIN GOVERNMENT ITI KARNAL,"NH-1, ITI CHOWK, HARYANA 132001",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,"PC Changed(5), Power Related(8)",,Average,"PC Changed(5), Power Related(8)"
2117,NR2-HR-4295,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE KUND MANETHI,"MAHENDERGARH - SUNDRAH - KUND ROAD, DISTT REWARI,",123102.0,NORTH TWO,HARYANA,KUND MANETHI,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2118,NR2-HR-4435,JYOTISAR ASSESSMENT CENTRE,"NEAR JYOTISAR COMPLEX, JYOTISAR, JOSAR",136119.0,NORTH TWO,HARYANA,KURUKSHETRA,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2119,NR2-HR-4481,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE KURUKSHETRA,"GOVT INDUSTRIAL TRAINING INSTITUTE - KURUKSHETRA - NODAL, SECOTR 30",136038.0,NORTH TWO,HARYANA,KURUKSHETRA,ACTIVE,,0,,,,,Good,Good
2120,NR2-HR-4510,SKS GROUP OF INSTITUTE,"KIRMACH ROAD, VPO KIRMACH, KURUKSHETRA, HARYANA 136118",136118.0,NORTH TWO,HARYANA,KURUKSHETRA,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2121,NR2-HR-4604,INTERNATIONAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,"SAMANI, DISTT. KURUKSHETRA NATIONAL HIGH - 1. 5 KM,FROM PIPLI TOWARDS TO KARNAL HARYANA-136118",136118.0,NORTH TWO,HARYANA,KURUKSHETRA,ACTIVE,,0,,,"PC Changed(4), Power Related(6)",Doubtful (Reviews < 10),Average,"PC Changed(4), Power Related(6)"
2122,NR2-HR-4736,SETH BANARSHI DASS COLLEGE OF EDUCATION,"OPP SECTOR 7, PIPLI ROAD KURUKSHETRA, HARYANA - 136118",136118.0,NORTH TWO,HARYANA,KURUKSHETRA,ACTIVE,,0,,,"D Mapping(2), PC Changed(4)",Doubtful (Reviews < 10),Average,"D Mapping(2), PC Changed(4)"
2123,NR2-HR-4493,BPR ITI COLLEGE - KURUKSHETRA,"DELHI CHANDIGARH MAIN HIGHWAY, MASANA",136118.0,NORTH TWO,HARYANA,KURUKSHTRA,ACTIVE,,0,,,"PC Changed(1), Power Related(6)",,Average,"PC Changed(1), Power Related(6)"
2124,NR2-HR-4296,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE MAHENDERGARH,"GOVT ITI MAHENDERGARH, RAO TULA RAM MARG",123029.0,NORTH TWO,HARYANA,MAHENDERGARH,ACTIVE,,0,,,Power Related(5),,Average,Power Related(5)
2125,NR2-HR-4601,"JBJ COMPUTER INSTITUTE, MAHENDRAGARH","JAI DURGA GLASS HOUSE ,NEAR SUBHASH PARK HERO HONDA CHOWK NARNAUL, SINGHANA ROAD, NARNAUL - 123001",123001.0,NORTH TWO,HARYANA,MAHENDRAGARH,ACTIVE,,0,,,,,Good,Good
2126,NR2-HR-4753,GICE COMPUTER EDUCATION,"PURANI SARAI, RAVIDAS MARG, 3423+3WV, RAVIDAS MANDIR RD, PURANI SARAI, NARNAUL, HARYANA 123001, INDIA",123001.0,NORTH TWO,HARYANA,MAHENDRAGARH,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2127,NR2-HR-4298,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE NUH,"GOVT. ITI NUH,",122107.0,NORTH TWO,HARYANA,MEWAT,ACTIVE,,0,,,Power Related(6),,Average,Power Related(6)
2128,NR2-HR-4477,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE NAGINA,"DELHI ALWAR ROAD, NAGINA,",122108.0,NORTH TWO,HARYANA,MEWAT,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2129,NR2-HR-4299,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE NARNAUL,GOVT. INDUSTRIAL TRAINING INSTITUTE NARNAUL,123001.0,NORTH TWO,HARYANA,NARNAUL,ACTIVE,,0,,,"PC Changed(5), Power Related(6)",,Average,"PC Changed(5), Power Related(6)"
2130,NR2-HR-4300,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE NATHUSARI CHOPTA,"GOVT. INDUSTRIAL TRAINING INSTITUTE NATHUSARI CHOPTA, DISTT SIRSA",125110.0,NORTH TWO,HARYANA,NATHUSARI CHOPTA,ACTIVE,,0,,,,,Good,Good
2131,NR2-HR-4301,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE PALWAL,ALAWALPUR ROAD,121102.0,NORTH TWO,HARYANA,PALWAL,ACTIVE,,0,,,"PC Changed(3), Power Related(13)",,Average,"PC Changed(3), Power Related(13)"
2132,NR2-HR-4478,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE HATHIN,"GOVT ITI HATHIN,",121102.0,NORTH TWO,HARYANA,PALWAL,ACTIVE,,0,,,,,Good,Good
2133,NR2-HR-4302,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE PANCHKULA,"GOVERNMENT ITI, PLOT NO.7, SECTOR 14",134115.0,NORTH TWO,HARYANA,PANCHKULA,ACTIVE,,0,,,"PC Changed(7), Power Related(10)",,Average,"PC Changed(7), Power Related(10)"
2134,NR2-HR-4492,"LITERA HERITAGE SCHOOL, PANCHKULA","SECTOR -14, EXTN.- 2, NH 7, BARWALA",134118.0,NORTH TWO,HARYANA,PANCHKULA,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2135,NR2-HR-4486,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE PANIPAT,G.T ROAD,132103.0,NORTH TWO,HARYANA,PANIPAT,ACTIVE,,0,,,"PC Changed(3), Power Related(8)",,Average,"PC Changed(3), Power Related(8)"
2136,NR2-HR-4599,AMBITION ACADEMY,"BISHAN SAROOP COLONY, NEAR AMAN SWEETS AND PREM HOSPITAL, PANIPAT - 132103",132103.0,NORTH TWO,HARYANA,PANIPAT,ACTIVE,,0,,,"D Mapping(1), PC Changed(2), Power Related(1)",,Average,"D Mapping(1), PC Changed(2), Power Related(1)"
2137,NR2-HR-1630,R R COMPUTER CENTRE REWARI,"AMAN ASSOCIATES,MAHADEV MARKETDHARUHERA CHUNGI REWARI 123401",123401.0,NORTH TWO,HARYANA,REWARI,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2138,NR2-HR-4303,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE REWARI,"GOVT ITI BOYS, PATAUDI ROAD",123401.0,NORTH TWO,HARYANA,REWARI,ACTIVE,,0,,,"PC Changed(1), Power Related(6)",,Average,"PC Changed(1), Power Related(6)"
2139,NR2-HR-4651,SITSTECH TECHNICAL INSTITUTE,"SHOP NO 3, 1ST FLOOR, DR AMBEDKAR CHOWK, REWARI, HARYANA 123401",123401.0,NORTH TWO,HARYANA,REWARI,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2140,NR2-HR-4774,SRCS INFOTECH PVT LTD,45NEW GRAIN MARKET REWARI LANDMARK NEAR MARKET COMMITTEE OFFICE CITY REWARI PINCODE 123401,123401.0,NORTH TWO,HARYANA,REWARI,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2141,NR2-HR-4306,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE HASSANGARH,"SAMPLA - SONEPAT ROAD, HASSANGARH",124404.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
2142,NR2-HR-4474,LIO TECHNOLOGIES PVT LTD,"SCF-193, 1ST & 2ND FLOOR",124001.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,"PC Changed(3), Power Related(19)",Doubtful (Reviews < 10),Average,"PC Changed(3), Power Related(19)"
2143,NR2-HR-4480,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE MEHAM,"NATIONAL HIGHWAY 10,",124112.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,"PC Changed(4), Power Related(12)",,Average,"PC Changed(4), Power Related(12)"
2144,NR2-HR-4494,SP ONLINE EXAM CENTRE,"SAT PRIYA COLLEGE, 1 MILESTONE, JIND BYPASS ROAD",124001.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,,,Good,Good
2145,NR2-HR-4596,MAHARSHI DAYANAND UNIVERSITY ROHTAK,"NEAR DELHI BYPASS, ROHTAK, HARYANA-124001",124001.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2146,NR2-HR-1606,SATYA INFORMATION SYSTEM (HARTRON COMPUTER CENTER ),"SUVIDHA MARG , NEAR SBI MAIN BRANCH, SIRSA - 125055",125055.0,NORTH TWO,HARYANA,SIRSA,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",Good (Rating >=4 & Reviews >=10),Average,"PC Changed(1), Power Related(1)"
2147,NR2-HR-4497,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SIRSA - BOYS,"GOVT ITI SIRSA, RANIA ROAD, SIRSA 125055",125055.0,NORTH TWO,HARYANA,SIRSA,ACTIVE,,0,,,Power Related(13),,Average,Power Related(13)
2148,NR2-HR-4498,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SIRSA - WOMEN,"GOVT ITI SIRSA, RANIA ROAD, SIRSA 125055",125055.0,NORTH TWO,HARYANA,SIRSA,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
2149,NR2-HR-4484,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SONIPAT-TBX,"2424, LITTLE ANGEL SCHOOL 1",131301.0,NORTH TWO,HARYANA,SONIPAT,ACTIVE,,0,,,"PC Changed(2), Power Related(15)",,Average,"PC Changed(2), Power Related(15)"
2150,NR2-HR-4606,BRILLIANT COMPUTER INSTITUTE & EXAM CENTER,"ATLAS ROAD , NEAR SUBHASH CHOWK , INDIRA COLONY, GALI NO.-03, SONIPAT -131001",131001.0,NORTH TWO,HARYANA,SONIPAT,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
2151,NR2-HR-4309,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE TOHANA,"GOVT. INDUSTRIAL TRAINING INSTITUTE TOHANA,SIMBAL ROAD, DISTT. FATEHABAD",125120.0,NORTH TWO,HARYANA,TOHANA,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2152,NR2-HR-4310,CH. SURENDER SINGH MEMORIAL GOVERNMENT INDUSTRIAL TRAINING INSTITUTE TOSHAM,TOSHAM RURAL,127040.0,NORTH TWO,HARYANA,TOSHAM,ACTIVE,,0,,,,,Good,Good
2153,NR2-HR-4487,GANPATI POLYTECHNIC FOR ENGINEERING (GANPATI GROUP OF INSTITUTIONS),"CHHACHHRAULI ROAD, NEAR PUSHPANJALI RESORT, BILASPUR, NEAR JAGADHRI",135102.0,NORTH TWO,HARYANA,YAMUNANAGAR,ACTIVE,,0,,,"PC Changed(8), Power Related(24)",Doubtful (Reviews < 10),Average,"PC Changed(8), Power Related(24)"
2154,NR2-HR-4672,GITI YAMUNA NAGAR,"GITI YAMUNA NAGAR, WORKSHOP, ROAD, YAMUNA NAGAR",135001.0,NORTH TWO,HARYANA,YAMUNANAGAR,ACTIVE,,0,,,"PC Changed(3), Power Related(6)",,Average,"PC Changed(3), Power Related(6)"
2155,NR2-HP-4126,MODERN ARCH INFRA SERVICE PROVIDER,NARROW SHIMLA-KANGRA ROAD,174021.0,NORTH TWO,HIMACHAL PRADESH,BILASPUR,ACTIVE,,0,,,"PC Changed(1), Power Related(12)",Doubtful (Reviews < 10),Average,"PC Changed(1), Power Related(12)"
2156,NR2-HP-4312,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE BERTHIN,PRINCIPAL GOVT. ITI BERTHIN TEHSIL - JHANDUTA,174029.0,NORTH TWO,HIMACHAL PRADESH,BILASPUR,ACTIVE,,0,,,,,Good,Good
2157,NR2-HP-4719,DOGRA INSTITUTEL OF MEDICAL SCIENCE,"CHANDPUR, NEAR NEW DOGRA PVT INDUSTRIAL TRAINING INSTITUTE, BILASPUR, HIMACHAL PRADESH Â€“ PIN: 174004",174004.0,NORTH TWO,HIMACHAL PRADESH,BILASPUR,ACTIVE,,0,,,"PC Changed(5), Power Related(3)",Good (Rating >=4 & Reviews >=10),Average,"PC Changed(5), Power Related(3)"
2158,NR2-HP-4313,CHAMBA MILLIENNIUM ONLINE EXAM CENTER,"VILLAGE LABKANA P.O. SARU,",176314.0,NORTH TWO,HIMACHAL PRADESH,CHAMBA,ACTIVE,,0,,,"PC Changed(2), Power Related(10)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(10)"
2159,NR2-HP-4441,GOVERNMENT INDUSTIAL TRAINING INSTITUTE KILLAR,"VILLAGE MAHALIJAT, PO KILLAR,TEHSIL PANGI ,",176323.0,NORTH TWO,HIMACHAL PRADESH,CHAMBA,ACTIVE,,0,,,,,Good,Good
2160,NR2-HP-4479,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE CHAMBA,"GOVT ITI CHAMBA,",176310.0,NORTH TWO,HIMACHAL PRADESH,CHAMBA,ACTIVE,,0,,,,,Good,Good
2161,NR2-HP-4127,NEW GURUKUL INFOTECH,"PACCA BHARO, NEAR TARANG FILLING STATION, GOPAL NAGAR",177001.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,8,,,"PC Changed(5), Power Related(13), SPS Node(1)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
2162,NR2-HP-4442,GOVERNMENT INDUSTIAL TRAINING INSTITUTE RAIL,"GOVT. ITI, RAIL, VPO RAIL, TEHSIL NADAUN",177045.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,"PC Changed(6), Power Related(2)",,Average,"PC Changed(6), Power Related(2)"
2163,NR2-HP-4443,GOVERNMENT INDUSTIAL TRAINING INSTITUTE BANI,"VILLAGE & POST OFFICE BANI, TEHSIL BARSAR,",174304.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
2164,NR2-HP-4456,GAUTAM COLLEGE,"WARD NO 10, NEAR BUS STAND,",177001.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
2165,NR2-HP-4480,RAJ RAJESHWARI COLLEGE OF EDUCATION,"BHOTA, BARSAR",176041.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,Power Related(1),Average (Rating <4 & Reviews >=10),Average,Power Related(1)
2166,NR2-HP-4484,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SUJANPUR TIHRA,"PRINCIPAL GOVT. ITI SUJANPUR TIHRA, TEH - SUJANPUR TIHRA",176110.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2167,NR2-HP-4721,JYOTSNA PVT. INDUSTRIAL TRAINING INSTITUTE,"JPS COMPLEX LOHARIN, DISTT - HAMIRPUR, HIMACHAL PRADESH - 177020",177020.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2168,NR2-HP-4732,"SEVEN STAR INTERNATIONAL SCHOOL, BANI","VPO BANI, TEH BARSAR, DISTT HAMIRPUR, HIMACHAL PRADESH - 174304",174304.0,NORTH TWO,HIMACHAL PRADESH,HAMIRPUR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2169,NR2-HP-4411,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE JUBBAL,GOVT. ITI JUBBAL VILLAGE LABROT P.O & TEHSIL JUBBAL DISTT. SHIMLA,171205.0,NORTH TWO,HIMACHAL PRADESH,JUBBAL,ACTIVE,,0,,,PC Changed(1),,Average,PC Changed(1)
2170,NR2-HP-4315,GOVERNMENT POLYTECHNIC TALWAR,"V.P.O. TALWAR, TEHSIL JAISINGHPUR,",176095.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,,,Good,Good
2171,NR2-HP-4316,LAUREATE INSTITUTE OF PHARMACY,"VPO KATHOG, TEHSIL JAWALALMUKHI,",176031.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
2172,NR2-HP-4317,"SHAHEED SURINDER SINGH, GOVERNMENT ITI JAWALI","VILLAGE BHANEI, PO MAKRAHAN, TEHSIL JAWALI",176023.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
2173,NR2-HP-4444,GOVERNMENT INDUSTIAL TRAINING INSTITUTE DADASIBA,"VPO & TEH DADASIBA,",177106.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
2174,NR2-HP-4445,GOVERNMENT INDUSTIAL TRAINING INSTITUTE SALIANA,"GOVT ITI SALIANA, PO PANCHRUKHI, PALAMPUR,",176103.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,,,Good,Good
2175,NR2-HP-4446,GOVERNMENT INDUSTIAL TRAINING INSTITUTE NEHRANPUKHAR,"GOVT ITI NEHRANPUKHAR, TEHSIL DEHRA",177104.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
2176,NR2-HP-4493,GOVERNMENT ITI SHAHPUR,"GRADE -A,MANDI-PATHANKOT RD, DIST, 39MILES, SHAHPUR, HIMACHAL PRADESH - 176206",176206.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
2177,NR2-HP-4496,MOUNT VIEW PUBLIC SR. SEC. SCHOOL,"V.P.O. ICHHI, TEHSIL & DISTT KANGRA HIMACHAL PRADESH - 176209",176209.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,"PC Changed(8), Power Related(8)",,Average,"PC Changed(8), Power Related(8)"
2178,NR2-HP-4629,ITAYNIX TECHNOLOGIES,"SAI COMPLEX, NEAR EYE HOSPITAL, MARANDA, PALAMPUR, KANGRA, HIMACHAL PRADESH - 176102",176102.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,"PC Changed(5), Power Related(19)",Doubtful (Reviews < 10),Average,"PC Changed(5), Power Related(19)"
2179,NR2-HP-4631,SCHOLARS INTERNATIONAL SENIOR SECONDARY SCHOOL (SISSS),"GHURKARI,KANGRA, (HIMACHAL PRADESH) 176001",176001.0,NORTH TWO,HIMACHAL PRADESH,KANGRA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
